Product Name,Price,Original Prices,Discount rates
Pearson IIT Foundation Class 9 Biology|2020 Edition|By ...,336,470,28% off
Cengage Maths Combo Sets Of 5 Books,"2,965","3,500",15% off
"UPTET & CTETs Child Development & Education 
Knowledge ...",179,200,10% off
Table Of Contents TARGET HIGH-5TH PREMIUM COLORED INTER...,985,"1,300",24% off
The Power Of Positive Thinking,163,195,16% off
India After Gandhi - The History of the World's Largest...,479,799,40% off
Cengage Physics (3-Edition)(2019-20) 6-Book Set (Mech.-...,"2,900","4,474",35% off
Giant Book Series Transport Colouring Book,159,199,20% off
Odisha D.El.Ed(CT) Entrance Guide 2020,390,541,27% off
Pearson IIT Foundation Series Class 9 Chemistry|2020 Ed...,250,350,28% off
I.C.S.E. FOUNDATION MATHEMATICS CLASS-X,425,NaN,Nan
Bhagavad Gita As It Is Telugu Original Edition,320,399,19% off
THE DIARY OF A YOUNG GIRL,140,150,6% off
Biology Class 12th,170,195,12% off
The Boy You've Loved Reading About Box Set,245,350,30% off
The Gene,399,499,20% off
QRS for BDS I Year,805,950,15% off
Oswaal Cbse Question Bank Class 10 Social Science Book ...,394,499,21% off
IMU CET Exam Full Package,899,"1,699",47% off
The 12-Week Fitness Project,159,199,20% off
The Story of My Experiments with Truth - Gandhi an Auto...,180,250,28% off
"Objective Food Science (10th Edition,2020)",595,NaN,Nan
The House with the Green Roof,220,399,44% off
Governance in India,396,510,22% off
Rich Dad Poor Dad,149,399,62% off
Rich Dad Poor Dad,213,299,28% off
Rich Dad Poor Dad,252,399,36% off
Rich Dad Poor Dad,225,399,43% off
Criminal Procedure - R.V. Kelkar's Criminal Procedure,795,NaN,Nan
Rich Dad Poor Dad - What the Rich Teach Their Kids Abou...,252,399,36% off
Target High,985,"1,200",17% off
Science for Ninth Class Part 3 Biology,415,499,16% off
Law of Torts with Consumer Protection Act,510,525,2% off
Learning How To Fly - Life Lessons for the Youth,161,195,17% off
The Perfect Us,122,199,38% off
Physics for Joint Entrance Examination Jee (Advanced) O...,499,779,35% off
The Tyrant’s Tomb (The Trials of Apollo Book 4),435,599,27% off
MY SON'S INHERITANCE,280,499,43% off
IIT-JAM Joint Admission Test for M.Sc. from IITs Biotec...,310,350,11% off
Mindset (Hindi) Paperback – Jan 2020,210,299,29% off
"The Official SAT Study Guide, 2020 Edition","1,246","2,100",40% off
How to Talk So Kids Will Listen and Listen So Kids Will...,345,399,13% off
"UPTET & CTETs Child Development & Education 
Knowledge ...",179,200,10% off
Samanya Budhi Avum Tarkshakti Parikshan,124,155,20% off
Science and Technology,449,585,23% off
Cash Flow Quadrant,204,350,41% off
The 3 Mistakes of My Life,195,NaN,Nan
The Blue Umbrella,93,95,2% off
Odisha D.El.Ed(CT) Entrance Guide 2020,390,541,27% off
UPSC EPFO (Enforcement Officers/ Accounts Officers) Exa...,399,590,32% off
Logical Reasoning and Data Interpretation for Cat,557,795,29% off
The Boy who loved,159,199,20% off
THE DIARY OF A YOUNG GIRL,140,150,6% off
Business Adventures - Twelve Classic Tales from the Wor...,365,499,26% off
BHARAT 2020 HINDI MEDIUM PRAKASHAN VIBHAG,299,300,Nan
Trueman's UGC NET Commerce,607,700,13% off
Sapiens,389,499,22% off
Handbook of Chemistry,197,295,33% off
IMU CET Exam Full Package,899,"1,699",47% off
Essential Sociology - For Civil Services Main Examinati...,474,575,17% off
Public Administration,582,750,22% off
Icse Understanding Mathematics - Class 10 (M L Aggarwal...,479,550,12% off
IIT-JAM Joint Admission Test for M.Sc. from IITs Biotec...,310,350,11% off
32 Years' Chapterwise Solutions Cbse Aipmt & Neet Chemi...,171,280,38% off
Cracking the CSAT Paper-2,598,850,29% off
Cracking the Csat Paper-2 - Includes Solved Papers 2017...,557,835,33% off
Cracking the CSAT Paper-2,619,850,27% off
Study Guide for B.Arch 2020,258,385,32% off
"UPTET & CTETs Child Development & Education 
Knowledge ...",179,200,10% off
The Boy in the Striped Pyjamas,239,299,20% off
Super 10 Mock Tests for NTA NEET 2020,141,275,48% off
Netzwerk Deutsch als Fremdsprache A1 (Textbook + Workbo...,850,NaN,Nan
Criminal Procedure - R.V. Kelkar's Criminal Procedure,795,NaN,Nan
Contemporary Literary and Cultural Theory : From Struct...,255,319,20% off
The Essential Rumi,349,499,30% off
Going Solo,284,350,18% off
Shrimanyogi,575,NaN,Nan
32 Years' Chapterwise Solutions Cbse Aipmt & Neet Physi...,211,300,29% off
Law of Torts with Consumer Protection Act,510,525,2% off
The 7 Habits of Highly Effective People,799,899,11% off
IF TOMORROW COMES,307,350,12% off
Letters from Kargil,165,250,34% off
Odisha D.El.Ed(CT) Entrance Guide 2020,390,541,27% off
Ncert Exemplar Problems-Solutions Physics Class 12th - ...,120,150,20% off
"Ncert Exemplar Problems-Solutions Physics,Chemistry,Mat...",350,500,30% off
Judo Jodo Aur Jeeto (Network Marketing) H Hindi,197,250,21% off
Objective Electrical Technology,500,650,23% off
The Secret,287,399,28% off
Objective Type Questions on Farm Machinery & Power And ...,225,250,10% off
"Girl, Stop Apologizing",399,499,20% off
"1Q84: Books 1, 2 and 3",559,699,20% off
12 Rules for Life,559,699,20% off
THE DIARY OF A YOUNG GIRL,140,150,6% off
Banking Awareness,128,160,20% off
UGC NET/JRF/SLET General Paper-1 Shikshan Avum Shodh Ab...,249,355,29% off
The Power Of Positive Thinkings,151,199,24% off
Pearson IIT Foundation Series Class 9 Physics|2020 Edit...,499,575,13% off
Everyone Has a Story 2,140,199,29% off
IMU CET Exam Full Package,899,"1,699",47% off
Understanding Physics For Jee Main and Advanced Mechani...,341,415,17% off
Physical Education - UGC - NET Digest (Second Revised a...,"1,970","2,100",6% off
Autobiography of a Yogi,99,249,60% off
IIT-JAM Joint Admission Test for M.Sc. from IITs Biotec...,310,350,11% off
Bhagavad Gita Yatha Rup,211,380,44% off
Midnight's Children,399,499,20% off
The English Acumen by Gopal Verma,300,380,21% off
Awareness Science for Class 8,468,485,3% off
The Burning Maze (The Trials of Apollo Book 3),319,399,20% off
"UPTET & CTETs Child Development & Education 
Knowledge ...",179,200,10% off
Twelfth Fail - TWELFTH FAIL with 1 Disc,148,196,24% off
Of Course I Love You!,175,199,12% off
Cbse Chapterwise Solved Papers 2019-2010 Biology Class ...,208,295,29% off
Criminal Procedure - R.V. Kelkar's Criminal Procedure,795,NaN,Nan
Social Problems in India,315,325,3% off
Social Problems in India,650,"1,000",35% off
S.Chand's Mental Mathematics for Class 5,239,270,11% off
How to Win Friends and Influence People,156,195,20% off
CAT Test Pep Series By Arun Sharma,"2,535","2,750",7% off
Law of Torts with Consumer Protection Act,510,525,2% off
Satyayoddha Kalki: Eye of Brahma (Book 2),219,299,26% off
"UP BTC D.El.Ed 4th Semester ( Paper 1 , 2 , 3 , 4 , 5 ,...",220,315,30% off
The Great Derangement,268,299,10% off
Odisha D.El.Ed(CT) Entrance Guide 2020,390,541,27% off
Harry Potter and the Order of the Phoenix,559,799,30% off
Can Love Happen Twice?,153,175,12% off
Success Master Ctet Paper-I Class 1 to 5 2019,359,470,23% off
Nta UGC Net Jrf & Set Geography Paper II,499,775,35% off
COMBINED CDS (OTA) BOOK,469,590,20% off
Objective Type Questions on Farm Machinery & Power And ...,225,250,10% off
Lines and Curves (Small Letters) Part 3,77,90,14% off
The Tattooist of Auschwitz,279,399,30% off
Balaji Problems in Inorganic Chemistry for Jee Main & A...,498,NaN,Nan
THE DIARY OF A YOUNG GIRL,140,150,6% off
40 Days Crash Course for Neet Physics,266,370,28% off
Who Moved My Cheese,479,599,20% off
Principles,837,"1,250",33% off
The Rebel - A Biography of Ram Jethmalani,440,550,20% off
Mathematics for Joint Entrance Examination Jee (Advance...,598,889,32% off
IMU CET Exam Full Package,899,"1,699",47% off
Creative Crayons Super Pack,349,499,30% off
Half-Lion,426,499,14% off
Tribal India 7th Revised & Updated Edition,270,390,30% off
IIT-JAM Joint Admission Test for M.Sc. from IITs Biotec...,310,350,11% off
Can Love Happen Twice?,159,199,20% off
This is Not Your Story,154,199,22% off
The God of Small Things,283,399,29% off
The God of Small Things,795,"1,295",38% off
Saraswati Health And Physical Education By V K Sharma F...,250,295,15% off
"UPTET & CTETs Child Development & Education 
Knowledge ...",179,200,10% off
CTET and TETs Paper 1 and 2 Ke Liye Bal Vikas Avum Shik...,152,210,27% off
16 Years Solved Papers Karnataka Cet Engineering Entran...,273,390,30% off
The Most Important Thing: Uncommon Sense for The Though...,279,399,30% off
Criminal Procedure - R.V. Kelkar's Criminal Procedure,795,NaN,Nan
Cbse All in One Ncert Based English Class 8 2020-21,228,320,28% off
"Pregnancy Notes: Before, During & After",199,299,33% off
Plane Trigonometry Part-1,90,95,5% off
Fangirl,279,450,38% off
Peppa Pig : Marvellous Magnet Book,332,399,16% off
Law of Torts with Consumer Protection Act,510,525,2% off
Secondary School Mathematics for Class 10 (Examination ...,495,595,16% off
The great Gatsby,99,199,50% off
Intermediate English Grammar,199,290,31% off
Odisha D.El.Ed(CT) Entrance Guide 2020,390,541,27% off
The Last Lecture,206,295,30% off
Karmabhoomi,159,249,36% off
"Don't Lose Your Mind, Lose Your Weight - Tamil",165,200,17% off
Limit State Design of Steel Structures,716,765,6% off
National Cyber Olympiad - Class 3,146,195,25% off
Objective Type Questions on Farm Machinery & Power And ...,225,250,10% off
1984,95,195,51% off
A Little Life,416,499,16% off
How to Stop Worrying and Start Living,89,150,40% off
THE DIARY OF A YOUNG GIRL,140,150,6% off
Demigods and Magicians,268,299,10% off
Indian Army Acc Entrance Exam,306,425,28% off
Pride & Prejudice,248,310,20% off
Meluha Ke Mritunjay (Immortals of Meluha Hindi),248,399,37% off
Universal Guide To CLAT LL.B,767,925,17% off
IMU CET Exam Full Package,899,"1,699",47% off
Designing Destiny (Hindi),199,249,20% off
Hindi-English Expert Translator Hindi Se English Transl...,133,175,24% off
A Complete Study Pacakage for Mca Entrances,475,825,42% off
IIT-JAM Joint Admission Test for M.Sc. from IITs Biotec...,310,350,11% off
Medicine: Prep Manual for Undergraduates,798,995,19% off
Find Me,487,599,18% off
Discrete Mathematics and Its Applications,638,850,24% off
How I Taught My Grandmother to Read (R/J,230,250,8% off
32 Year's Neet-Aiipmt Chapterwise Solution Physics & Ch...,499,600,16% off
"UPTET & CTETs Child Development & Education 
Knowledge ...",179,200,10% off
"Don't Lose Your Mind, Lose Your Weight",200,250,20% off
The Woman in the Window,279,399,30% off
Kiran SSC Reasoning Chapterwise And Typewise Solved Pap...,450,595,24% off
Criminal Procedure - R.V. Kelkar's Criminal Procedure,795,NaN,Nan
Deep Focus,284,350,18% off
Study Guide Ntse (Mat + Sat) for Class 10th 2019-2020,390,650,40% off
Objective NCERT at your FINGERTIPS for NEET-AIIMS - Bio...,749,795,5% off
RS AGGARWAL A Modern Approach To VERBAL & Non VERBAL RE...,"1,160","1,650",29% off
THE HINDU VIEW OF LIFE,179,199,10% off
Law of Torts with Consumer Protection Act,510,525,2% off
The Spy,170,199,14% off
The Legend of Lakshmi Prasad,260,325,20% off
Main Krishna Hoon - The Complete Set of 6 Books,"1,420","1,799",21% off
Odisha D.El.Ed(CT) Entrance Guide 2020,390,541,27% off
Pearson NTA UGC NET/SET/JRF - Paper 1: Teaching And Res...,357,449,20% off
Self Study Guide For LLB Entrance Examination 2020,302,420,28% off
Shoot. Dive. Fly.,189,199,5% off
CTET & TETs Purva Varsho Ke Hal Prashan Patre Sampuran ...,155,235,34% off
Dental Pulse,"3,619","4,900",26% off
Objective Type Questions on Farm Machinery & Power And ...,225,250,10% off
Oxford Student Atlas for India,253,315,19% off
Oxford Student Atlas for India,265,299,11% off
Brave New World,347,399,13% off
THE DIARY OF A YOUNG GIRL,140,150,6% off
Autobiography of a Yogi,125,NaN,Nan
Autobiography of a Yogi,"1,939","2,709",28% off
Autobiography of a Yogi,"1,829","2,559",28% off
The Secrets We Keep,153,175,12% off
Indian Constitution At Work Textbook In Political Scien...,125,NaN,Nan
IMU CET Exam Full Package,899,"1,699",47% off
Be My Perfect Ending,136,175,22% off
Becoming Supernatural - How Common People Are Doing the...,300,499,39% off
26 Years AIIMS Chapterwise Solutions -Biology,188,200,6% off
"UPTET & CTETs Child Development & Education 
Knowledge ...",179,200,10% off
My First Learning Library - Boxset of 20 Board Books,899,"1,799",50% off
The Boy with a Broken Heart,159,199,20% off
Black Holes: The Reith Lectures,60,99,39% off
RELATIVITY - The Special and the General Theory,155,195,20% off
Learn to Earn,385,550,30% off
IIT-JAM Joint Admission Test for M.Sc. from IITs Biotec...,310,350,11% off
Early Indians: The Story of Our Ancestors and Where We ...,489,699,30% off
The Serpent's Revenge - Unusual Tales from the Mahabhar...,212,250,15% off
A Clash of Kings,475,599,20% off
Criminal Procedure - R.V. Kelkar's Criminal Procedure,795,NaN,Nan
Tamilnadu History Books - Class Xi And Xii ( 2 Books - ...,183,350,47% off
CTET and TETs Bhasha HINDI Paper 1 and 2 2020,152,190,20% off
Something Like an Autobiography,479,599,20% off
Ganit Aur Shikshan Shastra,200,250,20% off
Trueman's Objective Biology for NEET - Vol. I & II Pape...,"1,157","1,280",9% off
Law of Torts with Consumer Protection Act,510,525,2% off
Civil Engineering,355,395,10% off
Quarterly Current Affairs 2020 Vol. 1 - January to Marc...,148,175,15% off
An American Marriage,317,399,20% off
Odisha D.El.Ed(CT) Entrance Guide 2020,390,541,27% off
Busy Friends,239,299,20% off
Science A Text Book For Class 9th,160,165,3% off
10 Very Similar Practice Sets Neet Pcb,240,300,20% off
Pearson Iit Foundation Series - Maths - Class 9,482,625,22% off
All Rights Reserved for You,170,199,14% off
"Objective Food Science (10th Edition,2020)",590,595,Nan
Mastering Numericals and Objectives of Physics for Clas...,267,375,28% off
The 48 Laws Of Power,490,699,29% off
Neet 12 Practice Sets 2020,281,390,27% off
THE DIARY OF A YOUNG GIRL,140,150,6% off
MASTER OF THE GAME,291,350,16% off
Indian Financial System,628,749,16% off
The Serpent's Shadow (The Kane Chronicles Book 3),347,399,13% off
Hooked: How to Build Habit-Forming Products,505,599,15% off
How to Win Friends and Influence People - The First and...,150,NaN,Nan
IMU CET Exam Full Package,899,"1,699",47% off
B.Sc. Agriculture Entrance Exam 2020,293,450,34% off
The 3 Mistakes of My Life,155,195,20% off
Fault Lines,349,499,30% off
IIT-JAM Joint Admission Test for M.Sc. from IITs Biotec...,310,350,11% off
Percy Jackson and the Last Olympian (Book 5),319,399,20% off
Psychology,633,729,13% off
GGSIPU B.Com Hons Guide 2020,277,395,29% off
Percy Jackson and the Titan's Curse (Book 3),319,399,20% off
"Amish's Ramachandra Series - Ram, Sita & Raavan",310,550,43% off
"UPTET & CTETs Child Development & Education 
Knowledge ...",179,200,10% off
Lucent's General Science,173,216,19% off
Cbse All in One Ncert Based Social Science Class 8 2020...,224,320,30% off
The Brain - The Story of You,399,499,20% off
Criminal Procedure - R.V. Kelkar's Criminal Procedure,795,NaN,Nan
Reasoning & Aptitude for Gate 2020 and ESE 2020 (Prelim...,275,550,50% off
Little World: In the City,247,299,17% off
Practical English Grammar & Composition,275,NaN,Nan
Socho Aur Amir Ho Jao,125,199,37% off
The Financial Expert,154,165,6% off
Law of Torts with Consumer Protection Act,510,525,2% off
Rich Dad's Retire Young Retire Rich,360,450,20% off
Ncert Practice Workbook Mathematics with Magic Class 4 ...,64,80,20% off
Environment By SHANKAR (6th) Revised Edition 2018,229,399,42% off
Odisha D.El.Ed(CT) Entrance Guide 2020,390,541,27% off
A Girl to Remember,122,195,37% off
The Diary of a Young Girl - The Diary of a Young Girl,99,175,43% off
The Diary of a Young Girl,200,240,16% off
The Diary of A Young Girl,429,599,28% off
FRANK ISC ECONOMICS CLASS-XII,699,NaN,Nan
Objective Type Questions on Farm Machinery & Power And ...,225,250,10% off
